current_season_start	current_season_end	other_season_start	other_season_end	distance_map	current_strain	mean_distance
2016-07-01	2017-07-01	2018-07-01	2019-07-01	bhatt_nonepitope	A/California/150/2016	1.43
2016-07-01	2017-07-01	2018-07-01	2019-07-01	bhatt_nonepitope	A/Alaska/24/2016	1.43
2016-07-01	2017-07-01	2018-07-01	2019-07-01	bhatt_nonepitope	A/Maryland/20/2016	1.43
2016-07-01	2017-07-01	2018-07-01	2019-07-01	bhatt_nonepitope	A/Qatar/47-VI-17-0020310/2017	1.43
2016-07-01	2017-07-01	2018-07-01	2019-07-01	bhatt_nonepitope	A/Missouri/19/2016	1.43
2016-07-01	2017-07-01	2018-07-01	2019-07-01	bhatt_nonepitope	A/Wyoming/2/2017	2.43
2016-07-01	2017-07-01	2018-07-01	2019-07-01	bhatt_nonepitope	A/Nevada/43/2016	1.43
2016-07-01	2017-07-01	2018-07-01	2019-07-01	bhatt_nonepitope	A/California/141/2016	1.43
2016-07-01	2017-07-01	2018-07-01	2019-07-01	bhatt_nonepitope	A/Maine/22/2016	1.43
2016-07-01	2017-07-01	2018-07-01	2019-07-01	bhatt_nonepitope	A/California/131/2016	1.43
2016-07-01	2017-07-01	2018-07-01	2019-07-01	bhatt_nonepitope	A/California/132/2016	1.43
2016-07-01	2017-07-01	2018-07-01	2019-07-01	bhatt_nonepitope	A/Hyogo/1061/2017	1.85
2016-07-01	2017-07-01	2018-07-01	2019-07-01	bhatt_nonepitope	A/Iceland/16042/2016	2.83
2016-07-01	2017-07-01	2018-07-01	2019-07-01	bhatt_nonepitope	A/Iceland/16457/2016	2.83
2016-07-01	2017-07-01	2018-07-01	2019-07-01	bhatt_nonepitope	A/Connecticut/39/2016	1.85
2016-07-01	2017-07-01	2018-07-01	2019-07-01	bhatt_nonepitope	A/Colombia/1368/2016	1.85
2016-07-01	2017-07-01	2018-07-01	2019-07-01	bhatt_nonepitope	A/Ethiopia/1766/2017	2.84
2016-07-01	2017-07-01	2018-07-01	2019-07-01	bhatt_nonepitope	A/Roraima/146724-IEC/2017	1.85
2016-07-01	2017-07-01	2018-07-01	2019-07-01	bhatt_nonepitope	A/SriLanka/45/2016	1.85
2016-07-01	2017-07-01	2018-07-01	2019-07-01	bhatt_nonepitope	A/SriLanka/40/2016	1.85
2016-07-01	2017-07-01	2018-07-01	2019-07-01	bhatt_nonepitope	A/SriLanka/31/2016	1.85
2016-07-01	2017-07-01	2018-07-01	2019-07-01	bhatt_nonepitope	A/SriLanka/49/2016	2.85
2016-07-01	2017-07-01	2018-07-01	2019-07-01	bhatt_nonepitope	A/Arizona/28/2017	1.85
2016-07-01	2017-07-01	2018-07-01	2019-07-01	bhatt_nonepitope	A/SriLanka/36/2016	1.85
2016-07-01	2017-07-01	2018-07-01	2019-07-01	bhatt_nonepitope	A/Bangladesh/2176/2016	1.85
2016-07-01	2017-07-01	2018-07-01	2019-07-01	bhatt_nonepitope	A/Guizhou-Qingzhen/1968/2016	1.85
2016-07-01	2017-07-01	2018-07-01	2019-07-01	bhatt_nonepitope	A/RhodeIsland/27/2016	1.85
2016-07-01	2017-07-01	2018-07-01	2019-07-01	bhatt_nonepitope	A/Stockholm/31/2016	1.85
2016-07-01	2017-07-01	2018-07-01	2019-07-01	bhatt_nonepitope	A/Oregon/2/2017	1.85
2016-07-01	2017-07-01	2018-07-01	2019-07-01	bhatt_nonepitope	A/Arizona/8/2017	1.85
2016-07-01	2017-07-01	2018-07-01	2019-07-01	bhatt_nonepitope	A/Gifu/28/2016	1.85
2016-07-01	2017-07-01	2018-07-01	2019-07-01	bhatt_nonepitope	A/NorthCarolina/51/2016	1.85
2016-07-01	2017-07-01	2018-07-01	2019-07-01	bhatt_nonepitope	A/California/126/2016	1.85
2016-07-01	2017-07-01	2018-07-01	2019-07-01	bhatt_nonepitope	A/California/124/2016	1.85
2016-07-01	2017-07-01	2018-07-01	2019-07-01	bhatt_nonepitope	A/California/125/2016	1.85
2016-07-01	2017-07-01	2018-07-01	2019-07-01	bhatt_nonepitope	A/Mie/26/2016	1.85
2016-07-01	2017-07-01	2018-07-01	2019-07-01	bhatt_nonepitope	A/Kanagawa/AC1601/2016	1.85
2016-07-01	2017-07-01	2018-07-01	2019-07-01	bhatt_nonepitope	A/SouthAustralia/146/2016	1.85
2016-07-01	2017-07-01	2018-07-01	2019-07-01	bhatt_nonepitope	A/Paris/1232/2017	1.85
2016-07-01	2017-07-01	2018-07-01	2019-07-01	bhatt_nonepitope	A/RioGrandeDoNorte/146385-IEC/2017	1.85
2016-07-01	2017-07-01	2018-07-01	2019-07-01	bhatt_nonepitope	A/Bangladesh/429/2016	1.85
2016-07-01	2017-07-01	2018-07-01	2019-07-01	bhatt_nonepitope	A/Michigan/81/2016	1.85
2016-07-01	2017-07-01	2018-07-01	2019-07-01	bhatt_nonepitope	A/Dominica/8706/2016	1.85
2016-07-01	2017-07-01	2018-07-01	2019-07-01	bhatt_nonepitope	A/Dominica/8703/2016	1.85
2016-07-01	2017-07-01	2018-07-01	2019-07-01	bhatt_nonepitope	A/Dominica/8432/2016	1.85
2016-07-01	2017-07-01	2018-07-01	2019-07-01	bhatt_nonepitope	A/Malaysia/RP3358/2016	2.85
2016-07-01	2017-07-01	2018-07-01	2019-07-01	bhatt_nonepitope	A/Khmelnitsky/139/2017	1.85
2016-07-01	2017-07-01	2018-07-01	2019-07-01	bhatt_nonepitope	A/Ceara/145874-IEC/2017	1.85
2016-07-01	2017-07-01	2018-07-01	2019-07-01	bhatt_nonepitope	A/Michigan/50/2017	1.85
2016-07-01	2017-07-01	2018-07-01	2019-07-01	bhatt_nonepitope	A/WestVirginia/1/2017	2.84
2016-07-01	2017-07-01	2018-07-01	2019-07-01	bhatt_nonepitope	A/California/121/2016	1.85
2016-07-01	2017-07-01	2018-07-01	2019-07-01	bhatt_nonepitope	A/Hawaii/91/2016	1.85
2016-07-01	2017-07-01	2018-07-01	2019-07-01	bhatt_nonepitope	A/Iowa/24/2016	1.85
2016-07-01	2017-07-01	2018-07-01	2019-07-01	bhatt_nonepitope	A/Pennsylvania/89/2016	1.85
2016-07-01	2017-07-01	2018-07-01	2019-07-01	bhatt_nonepitope	A/Massachusetts/38/2016	2.84
2016-07-01	2017-07-01	2018-07-01	2019-07-01	bhatt_nonepitope	A/Tennessee/29/2016	1.85
2016-07-01	2017-07-01	2018-07-01	2019-07-01	bhatt_nonepitope	A/Illinois/49/2016	1.85
2016-07-01	2017-07-01	2018-07-01	2019-07-01	bhatt_nonepitope	A/Osaka-C/2035/2016	2.85
2016-07-01	2017-07-01	2018-07-01	2019-07-01	bhatt_nonepitope	A/Georgia/58/2016	1.85
2016-07-01	2017-07-01	2018-07-01	2019-07-01	bhatt_nonepitope	A/Norway/4436/2016	1.85
2016-07-01	2017-07-01	2018-07-01	2019-07-01	bhatt_nonepitope	A/Trinidad/8408/2016	1.85
2016-07-01	2017-07-01	2018-07-01	2019-07-01	bhatt_nonepitope	A/HongKong/2387/2016	1.85
2016-07-01	2017-07-01	2018-07-01	2019-07-01	bhatt_nonepitope	A/Taiwan/999/2016	1.85
2016-07-01	2017-07-01	2018-07-01	2019-07-01	bhatt_nonepitope	A/Taiwan/921/2016	1.85
2016-07-01	2017-07-01	2018-07-01	2019-07-01	bhatt_nonepitope	A/Taiwan/794/2016	1.85
2016-07-01	2017-07-01	2018-07-01	2019-07-01	bhatt_nonepitope	A/Taiwan/927/2016	1.85
2016-07-01	2017-07-01	2018-07-01	2019-07-01	bhatt_nonepitope	A/Taiwan/914/2016	1.85
2016-07-01	2017-07-01	2018-07-01	2019-07-01	bhatt_nonepitope	A/Colorado/1/2017	1.85
2016-07-01	2017-07-01	2018-07-01	2019-07-01	bhatt_nonepitope	A/Colorado/48/2016	1.85
2016-07-01	2017-07-01	2018-07-01	2019-07-01	bhatt_nonepitope	A/HongKong/2391/2016	1.85
2016-07-01	2017-07-01	2018-07-01	2019-07-01	bhatt_nonepitope	A/Taiwan/820/2016	1.85
2016-07-01	2017-07-01	2018-07-01	2019-07-01	bhatt_nonepitope	A/Taiwan/904/2016	1.85
2016-07-01	2017-07-01	2018-07-01	2019-07-01	bhatt_nonepitope	A/Ehime/60/2016	1.85
2016-07-01	2017-07-01	2018-07-01	2019-07-01	bhatt_nonepitope	A/SouthAustralia/18/2017	1.85
2016-07-01	2017-07-01	2018-07-01	2019-07-01	bhatt_nonepitope	A/Ontario/RV3126/2016	1.85
2016-07-01	2017-07-01	2018-07-01	2019-07-01	bhatt_nonepitope	A/Taiwan/1095/2016	1.85
2016-07-01	2017-07-01	2018-07-01	2019-07-01	bhatt_nonepitope	A/Pennsylvania/90/2016	1.85
2016-07-01	2017-07-01	2018-07-01	2019-07-01	bhatt_nonepitope	A/Bangladesh/3001/2016	1.85
2016-07-01	2017-07-01	2018-07-01	2019-07-01	bhatt_nonepitope	A/Yokohama/124/2016	1.85
2016-07-01	2017-07-01	2018-07-01	2019-07-01	bhatt_nonepitope	A/Philippines/2/2017	1.85
2016-07-01	2017-07-01	2018-07-01	2019-07-01	bhatt_nonepitope	A/Virginia/62/2016	1.85
2016-07-01	2017-07-01	2018-07-01	2019-07-01	bhatt_nonepitope	A/Guyane/590/2016	1.85
2016-07-01	2017-07-01	2018-07-01	2019-07-01	bhatt_nonepitope	A/Ontario/RV3159/2016	1.85
2016-07-01	2017-07-01	2018-07-01	2019-07-01	bhatt_nonepitope	A/Virginia/1/2017	1.85
2016-07-01	2017-07-01	2018-07-01	2019-07-01	bhatt_nonepitope	A/Arkansas/12/2017	1.85
2016-07-01	2017-07-01	2018-07-01	2019-07-01	bhatt_nonepitope	A/Indiana/47/2016	1.85
2016-07-01	2017-07-01	2018-07-01	2019-07-01	bhatt_nonepitope	A/Barbados/1003/2017	1.85
2016-07-01	2017-07-01	2018-07-01	2019-07-01	bhatt_nonepitope	A/Barbados/8335/2016	1.85
2016-07-01	2017-07-01	2018-07-01	2019-07-01	bhatt_nonepitope	A/SouthCarolina/12/2017	1.85
2016-07-01	2017-07-01	2018-07-01	2019-07-01	bhatt_nonepitope	A/Washington/106/2016	1.85
2016-07-01	2017-07-01	2018-07-01	2019-07-01	bhatt_nonepitope	A/NewJersey/28/2016	1.85
2016-07-01	2017-07-01	2018-07-01	2019-07-01	bhatt_nonepitope	A/Arizona/35/2017	2.84
2016-07-01	2017-07-01	2018-07-01	2019-07-01	bhatt_nonepitope	A/Delaware/34/2016	1.85
2016-07-01	2017-07-01	2018-07-01	2019-07-01	bhatt_nonepitope	A/NewYork/11/2017	1.85
2016-07-01	2017-07-01	2018-07-01	2019-07-01	bhatt_nonepitope	A/Delaware/32/2016	1.85
2016-07-01	2017-07-01	2018-07-01	2019-07-01	bhatt_nonepitope	A/Connecticut/19/2017	1.85
2016-07-01	2017-07-01	2018-07-01	2019-07-01	bhatt_nonepitope	A/Texas/36/2017	1.85
2016-07-01	2017-07-01	2018-07-01	2019-07-01	bhatt_nonepitope	A/Maryland/1/2017	1.85
2016-07-01	2017-07-01	2018-07-01	2019-07-01	bhatt_nonepitope	A/Maine/1/2017	1.85
2016-07-01	2017-07-01	2018-07-01	2019-07-01	bhatt_nonepitope	A/Tunisia/2200/2017	2.42
2016-07-01	2017-07-01	2018-07-01	2019-07-01	bhatt_nonepitope	A/Bangladesh/2007/2016	1.85
2016-07-01	2017-07-01	2018-07-01	2019-07-01	bhatt_nonepitope	A/Singapore/KK0004/2017	1.85
2016-07-01	2017-07-01	2018-07-01	2019-07-01	bhatt_nonepitope	A/NewBrunswick/RV3098/2016	1.85
2016-07-01	2017-07-01	2018-07-01	2019-07-01	bhatt_nonepitope	A/Florida/26/2017	2.27
2016-07-01	2017-07-01	2018-07-01	2019-07-01	bhatt_nonepitope	A/Vermont/10/2017	2.27
2016-07-01	2017-07-01	2018-07-01	2019-07-01	bhatt_nonepitope	A/Maryland/39/2017	2.27
2016-07-01	2017-07-01	2018-07-01	2019-07-01	bhatt_nonepitope	A/PuertoRico/13/2017	2.27
2016-07-01	2017-07-01	2018-07-01	2019-07-01	bhatt_nonepitope	A/California/58/2017	2.27
2016-07-01	2017-07-01	2018-07-01	2019-07-01	bhatt_nonepitope	A/Iowa/22/2017	2.27
2016-07-01	2017-07-01	2018-07-01	2019-07-01	bhatt_nonepitope	A/Oman/5466/2016	1.43
2016-07-01	2017-07-01	2018-07-01	2019-07-01	bhatt_nonepitope	A/India/8355/2016	1.43
2016-07-01	2017-07-01	2018-07-01	2019-07-01	bhatt_nonepitope	A/Kanagawa/AC1605/2016	3.43
2016-07-01	2017-07-01	2018-07-01	2019-07-01	bhatt_nonepitope	A/Nagano/2136/2017	2.43
2016-07-01	2017-07-01	2018-07-01	2019-07-01	bhatt_nonepitope	A/Alberta/RV3131/2016	2.43
2016-07-01	2017-07-01	2018-07-01	2019-07-01	bhatt_nonepitope	A/California/213/2016	2.43
2016-07-01	2017-07-01	2018-07-01	2019-07-01	bhatt_nonepitope	A/Louisiana/29/2016	2.43
2016-07-01	2017-07-01	2018-07-01	2019-07-01	bhatt_nonepitope	A/NorthCarolina/53/2016	2.43
2016-07-01	2017-07-01	2018-07-01	2019-07-01	bhatt_nonepitope	A/Kawasaki/112/2016	2.43
2016-07-01	2017-07-01	2018-07-01	2019-07-01	bhatt_nonepitope	A/Jeonbuk/1306/2016	2.43
2016-07-01	2017-07-01	2018-07-01	2019-07-01	bhatt_nonepitope	A/Chanthaburi/97/2017	2.43
2016-07-01	2017-07-01	2018-07-01	2019-07-01	bhatt_nonepitope	A/Trang/51/2017	2.43
2016-07-01	2017-07-01	2018-07-01	2019-07-01	bhatt_nonepitope	A/Brazil/9512/2017	2.11
2016-07-01	2017-07-01	2018-07-01	2019-07-01	bhatt_nonepitope	A/Alaska/28/2017	2.11
2016-07-01	2017-07-01	2018-07-01	2019-07-01	bhatt_nonepitope	A/Argentina/193/2017	1.43
2016-07-01	2017-07-01	2018-07-01	2019-07-01	bhatt_nonepitope	A/Stockholm/25/2017	1.43
2016-07-01	2017-07-01	2018-07-01	2019-07-01	bhatt_nonepitope	A/Paris/1141/2017	1.43
2016-07-01	2017-07-01	2018-07-01	2019-07-01	bhatt_nonepitope	A/Montana/53/2016	2.43
2016-07-01	2017-07-01	2018-07-01	2019-07-01	bhatt_nonepitope	A/Washington/80/2016	1.43
2016-07-01	2017-07-01	2018-07-01	2019-07-01	bhatt_nonepitope	A/Oregon/1/2017	1.43
2016-07-01	2017-07-01	2018-07-01	2019-07-01	bhatt_nonepitope	A/NewMexico/58/2016	1.43
2016-07-01	2017-07-01	2018-07-01	2019-07-01	bhatt_nonepitope	A/Washington/111/2016	1.43
2016-07-01	2017-07-01	2018-07-01	2019-07-01	bhatt_nonepitope	A/Washington/81/2016	1.43
2016-07-01	2017-07-01	2018-07-01	2019-07-01	bhatt_nonepitope	A/California/207/2016	1.43
2016-07-01	2017-07-01	2018-07-01	2019-07-01	bhatt_nonepitope	A/Oregon/19/2016	1.43
2016-07-01	2017-07-01	2018-07-01	2019-07-01	bhatt_nonepitope	A/England/62840631/2016	1.43
2016-07-01	2017-07-01	2018-07-01	2019-07-01	bhatt_nonepitope	A/HongKong/3082/2017	3.11
2016-07-01	2017-07-01	2018-07-01	2019-07-01	bhatt_nonepitope	A/Egypt/8437/2016	2.11
2016-07-01	2017-07-01	2018-07-01	2019-07-01	bhatt_nonepitope	A/Illinois/63/2016	3.10
2016-07-01	2017-07-01	2018-07-01	2019-07-01	bhatt_nonepitope	A/Qatar/10-VI-17-0019820/2017	2.11
2016-07-01	2017-07-01	2018-07-01	2019-07-01	bhatt_nonepitope	A/NewHampshire/2/2017	2.27
2016-07-01	2017-07-01	2018-07-01	2019-07-01	bhatt_nonepitope	A/NewYork/106/2016	2.11
2016-07-01	2017-07-01	2018-07-01	2019-07-01	bhatt_nonepitope	A/Wyoming/17/2017	3.11
2016-07-01	2017-07-01	2018-07-01	2019-07-01	bhatt_nonepitope	A/Washington/292/2017	3.10
2016-07-01	2017-07-01	2018-07-01	2019-07-01	bhatt_nonepitope	A/Hawaii/28/2017	3.11
2016-07-01	2017-07-01	2018-07-01	2019-07-01	bhatt_nonepitope	A/NorthernIreland/71880698/2017	4.10
2016-07-01	2017-07-01	2018-07-01	2019-07-01	bhatt_nonepitope	A/Newcastle/2/2017	2.11
2016-07-01	2017-07-01	2018-07-01	2019-07-01	bhatt_nonepitope	A/Brazil/491/2017	2.11
2016-07-01	2017-07-01	2018-07-01	2019-07-01	bhatt_nonepitope	A/Newcastle/13/2017	2.11
2016-07-01	2017-07-01	2018-07-01	2019-07-01	bhatt_nonepitope	A/Argentina/629/2017	2.11
2016-07-01	2017-07-01	2018-07-01	2019-07-01	bhatt_nonepitope	A/Florida/15/2017	2.11
2016-07-01	2017-07-01	2018-07-01	2019-07-01	bhatt_nonepitope	A/CostaRica/4869/2017	3.11
2016-07-01	2017-07-01	2018-07-01	2019-07-01	bhatt_nonepitope	A/SouthAfrica/R05461/2017	2.11
2016-07-01	2017-07-01	2018-07-01	2019-07-01	bhatt_nonepitope	A/SouthAfrica/R05675/2017	2.11
2016-07-01	2017-07-01	2018-07-01	2019-07-01	bhatt_nonepitope	A/Linkoping/4/2017	2.11
2016-07-01	2017-07-01	2018-07-01	2019-07-01	bhatt_nonepitope	A/Dijon/1176/2017	2.11
2016-07-01	2017-07-01	2018-07-01	2019-07-01	bhatt_nonepitope	A/Khmelnitsky/2467/2016	2.11
2016-07-01	2017-07-01	2018-07-01	2019-07-01	bhatt_nonepitope	A/Khmelnitsky/1922/2016	2.11
2016-07-01	2017-07-01	2018-07-01	2019-07-01	bhatt_nonepitope	A/Khmelnitsky/2473/2016	2.11
2016-07-01	2017-07-01	2018-07-01	2019-07-01	bhatt_nonepitope	A/Greece/4/2017-egg	2.11
2016-07-01	2017-07-01	2018-07-01	2019-07-01	bhatt_nonepitope	A/Oklahoma/19/2017	2.11
2016-07-01	2017-07-01	2018-07-01	2019-07-01	bhatt_nonepitope	A/Kyiv/891/2016	2.11
2016-07-01	2017-07-01	2018-07-01	2019-07-01	bhatt_nonepitope	A/Bolivia/1628/2017	2.53
2016-07-01	2017-07-01	2018-07-01	2019-07-01	bhatt_nonepitope	A/Norway/2629/2017	3.11
2016-07-01	2017-07-01	2018-07-01	2019-07-01	bhatt_nonepitope	A/Kyiv/927/2016	2.11
2016-07-01	2017-07-01	2018-07-01	2019-07-01	bhatt_nonepitope	A/California/200/2016	2.11
2016-07-01	2017-07-01	2018-07-01	2019-07-01	bhatt_nonepitope	A/Virginia/9/2017	2.11
2016-07-01	2017-07-01	2018-07-01	2019-07-01	bhatt_nonepitope	A/Delaware/23/2017	2.11
2016-07-01	2017-07-01	2018-07-01	2019-07-01	bhatt_nonepitope	A/Wisconsin/41/2017	3.11
2016-07-01	2017-07-01	2018-07-01	2019-07-01	bhatt_nonepitope	A/Louisiana/41/2017	2.11
2016-07-01	2017-07-01	2018-07-01	2019-07-01	bhatt_nonepitope	A/Arizona/6/2017	2.11
2016-07-01	2017-07-01	2018-07-01	2019-07-01	bhatt_nonepitope	A/Arizona/37/2017	2.11
2016-07-01	2017-07-01	2018-07-01	2019-07-01	bhatt_nonepitope	A/California/195/2016	2.11
2016-07-01	2017-07-01	2018-07-01	2019-07-01	bhatt_nonepitope	A/NewHampshire/16/2017	2.11
2016-07-01	2017-07-01	2018-07-01	2019-07-01	bhatt_nonepitope	A/ElSalvador/519/2017	2.11
2016-07-01	2017-07-01	2018-07-01	2019-07-01	bhatt_nonepitope	A/Trinidad/448/2017	2.11
2016-07-01	2017-07-01	2018-07-01	2019-07-01	bhatt_nonepitope	A/Sydney/51/2017	2.11
2016-07-01	2017-07-01	2018-07-01	2019-07-01	bhatt_nonepitope	A/Tennessee/31/2017	2.11
2016-07-01	2017-07-01	2018-07-01	2019-07-01	bhatt_nonepitope	A/Washington/34/2017	2.11
2016-07-01	2017-07-01	2018-07-01	2019-07-01	bhatt_nonepitope	A/NorthDakota/16/2017	2.11
2016-07-01	2017-07-01	2018-07-01	2019-07-01	bhatt_nonepitope	A/Alaska/26/2017	2.11
2016-07-01	2017-07-01	2018-07-01	2019-07-01	bhatt_nonepitope	A/Sydney/107/2017	2.11
2016-07-01	2017-07-01	2018-07-01	2019-07-01	bhatt_nonepitope	A/PuertoRico/12/2017	2.11
2016-07-01	2017-07-01	2018-07-01	2019-07-01	bhatt_nonepitope	A/Minnesota/26/2017	2.11
2016-07-01	2017-07-01	2018-07-01	2019-07-01	bhatt_nonepitope	A/England/72480621/2017	2.11
2016-07-01	2017-07-01	2018-07-01	2019-07-01	bhatt_nonepitope	A/Alaska/30/2017	2.11
2016-07-01	2017-07-01	2018-07-01	2019-07-01	bhatt_nonepitope	A/Argentina/184/2017	2.11
2016-07-01	2017-07-01	2018-07-01	2019-07-01	bhatt_nonepitope	A/SouthCarolina/15/2017	1.43
2016-07-01	2017-07-01	2018-07-01	2019-07-01	bhatt_nonepitope	A/SouthAfrica/5233/2016	1.43
2016-07-01	2017-07-01	2018-07-01	2019-07-01	bhatt_nonepitope	A/Mississippi/12/2017	1.43
2016-07-01	2017-07-01	2018-07-01	2019-07-01	bhatt_nonepitope	A/SriLanka/4/2017	1.43
2016-07-01	2017-07-01	2018-07-01	2019-07-01	bhatt_nonepitope	A/Ontario/RV3197/2016	1.43
2016-07-01	2017-07-01	2018-07-01	2019-07-01	bhatt_nonepitope	A/CostaRica/1836/2016	1.43
2016-07-01	2017-07-01	2018-07-01	2019-07-01	bhatt_nonepitope	A/Panama/322548/2017	1.43
2016-07-01	2017-07-01	2018-07-01	2019-07-01	bhatt_nonepitope	A/Wisconsin/85/2016	1.43
2016-07-01	2017-07-01	2018-07-01	2019-07-01	bhatt_nonepitope	A/Mexico/2173/2017	1.43
2016-07-01	2017-07-01	2018-07-01	2019-07-01	bhatt_nonepitope	A/NewJersey/23/2017	1.43
2016-07-01	2017-07-01	2018-07-01	2019-07-01	bhatt_nonepitope	A/Sendai/9/2017	1.37
2016-07-01	2017-07-01	2018-07-01	2019-07-01	bhatt_nonepitope	A/Bangladesh/2016/2017	1.37
2016-07-01	2017-07-01	2018-07-01	2019-07-01	bhatt_nonepitope	A/Malaysia/RP2695/2017	1.37
2016-07-01	2017-07-01	2018-07-01	2019-07-01	bhatt_nonepitope	A/Bangladesh/13/2017	1.37
2016-07-01	2017-07-01	2018-07-01	2019-07-01	bhatt_nonepitope	A/Bangladesh/2006/2017	2.37
2016-07-01	2017-07-01	2018-07-01	2019-07-01	bhatt_nonepitope	A/Qatar/10-VI-17-0020012/2017	1.37
2016-07-01	2017-07-01	2018-07-01	2019-07-01	bhatt_nonepitope	A/Bangladesh/1010/2017	1.37
2016-07-01	2017-07-01	2018-07-01	2019-07-01	bhatt_nonepitope	A/Bangladesh/3003/2017	1.37
2016-07-01	2017-07-01	2018-07-01	2019-07-01	bhatt_nonepitope	A/Singapore/EN0019/2017	1.37
2016-07-01	2017-07-01	2018-07-01	2019-07-01	bhatt_nonepitope	A/Malaysia/RP1252/2017	1.37
2016-07-01	2017-07-01	2018-07-01	2019-07-01	bhatt_nonepitope	A/Singapore/GP0149/2017	1.37
2016-07-01	2017-07-01	2018-07-01	2019-07-01	bhatt_nonepitope	A/Malaysia/RP1498/2017	1.37
2016-07-01	2017-07-01	2018-07-01	2019-07-01	bhatt_nonepitope	A/Ayutthaya/98/2017	1.37
2016-07-01	2017-07-01	2018-07-01	2019-07-01	bhatt_nonepitope	A/Chanthaburi/49/2017	1.37
2016-07-01	2017-07-01	2018-07-01	2019-07-01	bhatt_nonepitope	A/NewZealand/657/2017	1.37
2016-07-01	2017-07-01	2018-07-01	2019-07-01	bhatt_nonepitope	A/England/72420554/2017	1.43
2016-07-01	2017-07-01	2018-07-01	2019-07-01	bhatt_nonepitope	A/Shanghai-Pudongxin/1987/2017	1.37
2016-07-01	2017-07-01	2018-07-01	2019-07-01	bhatt_nonepitope	A/Singapore/TT0439/2017	1.37
2016-07-01	2017-07-01	2018-07-01	2019-07-01	bhatt_nonepitope	A/Alaska/32/2017	1.37
2016-07-01	2017-07-01	2018-07-01	2019-07-01	bhatt_nonepitope	A/Kanagawa/ZC1617/2017	1.37
2016-07-01	2017-07-01	2018-07-01	2019-07-01	bhatt_nonepitope	A/SuratThani/50/2017	1.37
2016-07-01	2017-07-01	2018-07-01	2019-07-01	bhatt_nonepitope	A/HongKong/2286/2017-egg	1.37
2016-07-01	2017-07-01	2018-07-01	2019-07-01	bhatt_nonepitope	A/Tokyo/17185/2017	1.37
2016-07-01	2017-07-01	2018-07-01	2019-07-01	bhatt_nonepitope	A/Bangladesh/70501005/2017	1.37
2016-07-01	2017-07-01	2018-07-01	2019-07-01	bhatt_nonepitope	A/Georgia/10/2017	1.37
2016-07-01	2017-07-01	2018-07-01	2019-07-01	bhatt_nonepitope	A/Bangladesh/3018/2017	1.37
2016-07-01	2017-07-01	2018-07-01	2019-07-01	bhatt_nonepitope	A/Bangladesh/3012/2017	1.37
2016-07-01	2017-07-01	2018-07-01	2019-07-01	bhatt_nonepitope	A/Mie/18/2017	1.37
2016-07-01	2017-07-01	2018-07-01	2019-07-01	bhatt_nonepitope	A/Tokyo/17176/2017	2.05
2016-07-01	2017-07-01	2018-07-01	2019-07-01	bhatt_nonepitope	A/Tokyo/17054/2017	1.37
2017-07-01	2018-07-01	2017-07-01	2018-07-01	bhatt_nonepitope	A/Kenya/105/2017	3.09
2017-07-01	2018-07-01	2017-07-01	2018-07-01	bhatt_nonepitope	A/Colombia/6639/2017	2.09
2017-07-01	2018-07-01	2017-07-01	2018-07-01	bhatt_nonepitope	A/Colombia/6717/2017	2.09
2017-07-01	2018-07-01	2017-07-01	2018-07-01	bhatt_nonepitope	A/Idaho/13/2018	1.10
2017-07-01	2018-07-01	2017-07-01	2018-07-01	bhatt_nonepitope	A/NewMexico/26/2017	1.10
2017-07-01	2018-07-01	2017-07-01	2018-07-01	bhatt_nonepitope	A/Minnesota/1/2018	1.10
2017-07-01	2018-07-01	2017-07-01	2018-07-01	bhatt_nonepitope	A/Parana/929/2017	1.10
2017-07-01	2018-07-01	2017-07-01	2018-07-01	bhatt_nonepitope	A/Iowa/27/2017	1.10
2017-07-01	2018-07-01	2017-07-01	2018-07-01	bhatt_nonepitope	A/Brazil/3870/2017	1.10
2017-07-01	2018-07-01	2017-07-01	2018-07-01	bhatt_nonepitope	A/Mexico/220/2018	1.93
2017-07-01	2018-07-01	2017-07-01	2018-07-01	bhatt_nonepitope	A/Niigata/767/2017	1.10
2017-07-01	2018-07-01	2017-07-01	2018-07-01	bhatt_nonepitope	A/Saitama/248/2017	2.09
2017-07-01	2018-07-01	2017-07-01	2018-07-01	bhatt_nonepitope	A/Mie/30/2017	2.09
2017-07-01	2018-07-01	2017-07-01	2018-07-01	bhatt_nonepitope	A/Ontario/RV2301/2017	1.10
2017-07-01	2018-07-01	2017-07-01	2018-07-01	bhatt_nonepitope	A/Brisbane/1098/2017	2.09
2017-07-01	2018-07-01	2017-07-01	2018-07-01	bhatt_nonepitope	A/Iowa/25/2017	1.10
2017-07-01	2018-07-01	2017-07-01	2018-07-01	bhatt_nonepitope	A/NorthCarolina/37/2017	1.10
2017-07-01	2018-07-01	2017-07-01	2018-07-01	bhatt_nonepitope	A/Alaska/40/2017	1.10
2017-07-01	2018-07-01	2017-07-01	2018-07-01	bhatt_nonepitope	A/Alaska/37/2017	2.15
2017-07-01	2018-07-01	2017-07-01	2018-07-01	bhatt_nonepitope	A/Florida/60/2017	1.15
2017-07-01	2018-07-01	2017-07-01	2018-07-01	bhatt_nonepitope	A/Alaska/42/2017	1.15
2017-07-01	2018-07-01	2017-07-01	2018-07-01	bhatt_nonepitope	A/Alaska/41/2017	1.15
